id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1044094780074683208,https://www.airbnb.com/rooms/1044094780074683208,20240629050152,2024-06-29,city scrape,"Blueground | Central Square, gym, nr t station","Show up and start living from day one in Cambridge with this cozy two bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Central Square home . (ID #BOS819)","This furnished apartment is located in Central Square, Cambridge, which is centered on the junction of Massachusetts Avenue, Prospect Street and Western Avenue. The diverse area is well known for its wide variety of ethnic restaurants, bars, live music and theatre venues. Many startups have moved research and office operations into the Square to take advantage of the relatively low costs and the proximity to MIT. Nearly demolished in the 1950s, the neighborhood was spared and went so far as to experience a sort of renaissance. In 2012, the state of Massachusetts designated Central Square as an official Cultural District.",https://a0.muscache.com/pictures/prohost-api/Hosting-1044094780074683208/original/9777ba9c-88af-4dae-95e9-ebb9e7241703.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,99%,96%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4663,4958,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Cambridgeport,,42.3649409,-71.103909,Entire rental unit,Entire home/apt,4,2.0,2 baths,2,2,"[""Hot water"", ""Cooking basics"", ""Iron"", ""Refrigerator"", ""Patio or balcony"", ""Self check-in"", ""Coffee maker"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Smoke alarm"", ""Pets allowed"", ""Essentials"", ""Gym"", ""Dryer \u2013 In building"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""Bathtub"", ""Heating"", ""Elevator"", ""Washer \u2013\u00a0In building"", ""Shampoo"", ""Wifi"", ""Long term stays allowed"", ""Dishwasher"", ""TV"", ""Lockbox"", ""Oven"", ""High chair"", ""Crib"", ""Microwave"", ""Bed linens"", ""Private entrance""]",$218.00,32,1125,31,365,1125,1125,36.5,1125.0,,t,3,23,53,328,2024-06-29,0,0,0,,,,,,,,,,,t,171,171,0,0,
1044098565668751581,https://www.airbnb.com/rooms/1044098565668751581,20240629050152,2024-06-29,city scrape,"Blueground | Kendall Sq, gym, nr shops & dining","Discover the best of Cambridge, with this two bedroom apartment in Kendall Square. with views over the city. It’ll be easy to simply show up and start living in this contemporary Blueground furnished apartment with its fully-equipped kitchen, comfortable living room, and our dedicated, on-the-ground support. (ID #BOS974)","This furnished apartment is situated on Kendall Square at the intersection of Main Street and Broadway. The area hosts MIT and a variety of co-working spaces and incubators, ideal for bright young minds. It is home to a cutting-edge tech community and has thus become one of the world's most important tech and biotech centers. Farm-to-table restaurants and third-wave coffee joints have also found their places around this startup culture. The Cambridge neighborhood, which is a top destination for shopping, is centered around Kendall Square. The Kendall transit stop is only a 4-minute walk away via Main Street.",https://a0.muscache.com/pictures/prohost-api/Hosting-1044098565668751581/original/5f979f0b-6932-49ef-bec0-d540fee4cbfd.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,99%,96%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4663,4958,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Area 2/MIT,,42.362881,-71.08784,Entire rental unit,Entire home/apt,4,2.0,2 baths,2,2,"[""Hot water"", ""Cooking basics"", ""Dryer \u2013\u00a0In unit"", ""Iron"", ""Refrigerator"", ""Self check-in"", ""Coffee maker"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Smoke alarm"", ""Pets allowed"", ""Essentials"", ""Gym"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""Heating"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Long term stays allowed"", ""Dishwasher"", ""Washer \u2013\u00a0In unit"", ""TV"", ""Lockbox"", ""Oven"", ""High chair"", ""Crib"", ""Microwave"", ""Bed linens"", ""Private entrance""]",$400.00,32,1125,31,365,1125,1125,38.9,1125.0,,t,15,45,75,350,2024-06-29,0,0,0,,,,,,,,,,,t,171,171,0,0,
1045107406588160391,https://www.airbnb.com/rooms/1045107406588160391,20240629050152,2024-06-29,previous scrape,Cozy in-law suite,"Enjoy a stylish in-law suite with its own separate entrance in a family-friendly, centrally-located place. It is a short walk to the Red Line, Tufts University and plenty of bars, restaurants, shops and parks. We are also a short subway ride to Harvard and MIT. I live above and work from home, so I can easily arrange to give you a key. It's a very safe neighborhood and we are friendly people who can offer insights about the area. Kids are very much welcome!",,https://a0.muscache.com/pictures/miso/Hosting-1045107406588160391/original/1561c20c-b440-42a0-a94b-af49e30f4a81.jpeg,11982203,https://www.airbnb.com/users/show/11982203,Farah,2014-02-05,"Cambridge, MA","",within a day,80%,33%,f,https://a0.muscache.com/im/pictures/user/07131ea4-e5e3-4376-a9eb-d1393ba1c110.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/07131ea4-e5e3-4376-a9eb-d1393ba1c110.jpg?aki_policy=profile_x_medium,North Cambridge,1,1,"['email', 'phone']",t,t,,North Cambridge,,42.39580623368726,-71.1335434645054,Entire rental unit,Entire home/apt,3,,1 bath,1,,"[""Fire extinguisher"", ""Carbon monoxide alarm"", ""Washer"", ""Free parking on premises"", ""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Wifi"", ""TV""]",,20,60,20,20,60,60,20.0,60.0,,t,6,6,6,6,2024-06-29,1,1,0,2024-01-30,2024-01-30,5.0,5.0,5.0,5.0,5.0,5.0,4.0,C1305818656,f,1,1,0,0,0.20
1047088601339599173,https://www.airbnb.com/rooms/1047088601339599173,20240629050152,2024-06-29,city scrape,Modern Central 2 Bed Apartment,"Beautiful furnished 2 bed apartment in Central Square! Features include: Smart TV, Wi-Fi + all utilities included fully stocked Kitchen. Parking and Weekly Cleaning can be added at additional fees. This 2bed 1bath apartment features an open concept, large living space + tall ceilings! All of our units have large windows, making it light and airy! Roof deck patio. Located in Central Square, walk to Harvard, MIT, HBS + Charles River and walking distance to Flour Bakery, and Shake Shack!",,https://a0.muscache.com/pictures/airflow/Hosting-1047088601339599173/original/9dcee8bb-105a-4f81-97e6-f4f01112eabd.jpg,485446742,https://www.airbnb.com/users/show/485446742,Shane,2022-10-28,,"",within an hour,100%,90%,f,https://a0.muscache.com/im/pictures/user/d03e3aa3-11e0-4c36-87df-03000343d744.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d03e3aa3-11e0-4c36-87df-03000343d744.jpg?aki_policy=profile_x_medium,Central Square,9,9,"['email', 'phone']",t,t,,The Port,,42.36609105554297,-71.10142250498316,Entire rental unit,Entire home/apt,4,1.0,1 bath,2,2,"[""Fire extinguisher"", ""Extra pillows and blankets"", ""Hot water"", ""Cooking basics"", ""Iron"", ""First aid kit"", ""Toaster"", ""Refrigerator"", ""Cleaning products"", ""Self check-in"", ""Air conditioning"", ""Freezer"", ""Carbon monoxide alarm"", ""Wine glasses"", ""Paid parking on premises"", ""Smoke alarm"", ""Essentials"", ""Kitchen"", ""Hangers"", ""Hot water kettle"", ""Hair dryer"", ""Bathtub"", ""Washer"", ""Heating"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Coffee maker: Keurig coffee machine"", ""Dishwasher"", ""TV"", ""Clothing storage"", ""EV charger"", ""Lockbox"", ""Dryer"", ""Oven"", ""Baking sheet"", ""Stove"", ""Microwave"", ""Bed linens"", ""Dishes and silverware""]",$240.00,30,365,30,30,255,365,30.0,298.2,,t,0,4,17,233,2024-06-29,4,4,0,2024-02-29,2024-05-01,5.0,5.0,5.0,4.75,5.0,4.75,4.75,C0305350491,f,9,9,0,0,0.98
1047138754119174887,https://www.airbnb.com/rooms/1047138754119174887,20240629050152,2024-06-29,previous scrape,"Spacious & Clean 1BR, w/ View",In the Center of Boston / Cambridge.,,https://a0.muscache.com/pictures/hosting/Hosting-52472133/original/0403d524-7d6c-4fb4-b5e3-243327aa65c1.jpeg,50541668,https://www.airbnb.com/users/show/50541668,Bassem,2015-12-04,"Boston, MA",Super friendly,within an hour,100%,63%,f,https://a0.muscache.com/im/pictures/user/6000caa1-85c7-4ffc-a689-f05edc5e527f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6000caa1-85c7-4ffc-a689-f05edc5e527f.jpg?aki_policy=profile_x_medium,Beacon Hill,2,2,"['email', 'phone']",t,t,,Area 2/MIT,,42.35882067836224,-71.09550447344176,Entire rental unit,Entire home/apt,3,,0 baths,1,,"[""Air conditioning"", ""Kitchen"", ""Hot water"", ""Lockbox"", ""Washer"", ""Dryer"", ""Heating"", ""Elevator"", ""Pets allowed"", ""Dedicated workspace"", ""Shampoo"", ""Wifi"", ""Self check-in"", ""Hangers"", ""TV""]",,1,365,1,1,365,365,1.0,365.0,,t,21,47,77,257,2024-06-29,1,1,0,2024-05-19,2024-05-19,1.0,4.0,3.0,4.0,1.0,3.0,2.0,STR98474626,f,1,1,0,0,0.71
1048513238297225657,https://www.airbnb.com/rooms/1048513238297225657,20240629050152,2024-06-29,previous scrape,Boston’s iconic sights l Gym.,WHAT'S INCLUDED: <br />✔  Locally-sourced art and furnishings <br />✔  Kinetic and three dimensional art installations. <br />✔   En-suite bathroom <br />✔  Full breakfast for a fee,▶ What's nearby <br />— Heart of Cambridge <br />— Harvard University - 29 min walk <br />— Harvard Square - 33 min walk <br />— Tufts University - 4 min drive <br />— Massachusetts Institute of Technology - 9 min drive <br />— Boston University - 7 min drive <br />— TD Garden - 11 min drive <br />— Encore Boston Harbor - 10 min drive <br />— Fenway Park - 9 min drive <br />— The Freedom Trail - 11 min drive,https://a0.muscache.com/pictures/prohost-api/Hosting-1048513238297225657/original/289cabd4-8d1d-45fd-9a89-a13d7951446d.png,550984501,https://www.airbnb.com/users/show/550984501,Freepoint Hotel,2023-12-14,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-550984501/original/c7365173-e418-4c89-9180-f0aa09151ab1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-550984501/original/c7365173-e418-4c89-9180-f0aa09151ab1.jpeg?aki_policy=profile_x_medium,Cambridge Highlands,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Cambridge Highlands,,42.389719096457455,-71.14192109649218,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Air conditioning"", ""TV with standard cable"", ""Fire extinguisher"", ""Paid parking off premises"", ""Host greets you"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Private entrance"", ""Heating"", ""Backyard"", ""Elevator"", ""Smoke alarm"", ""Dedicated workspace"", ""Essentials"", ""Wifi"", ""Gym"", ""Shampoo"", ""Bed linens"", ""Hangers""]",,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,2024-06-29,109,109,5,2024-01-20,2024-06-23,4.72,4.64,4.76,4.81,4.77,4.48,4.64,00015110,t,2,2,0,0,20.19
1048513854929338001,https://www.airbnb.com/rooms/1048513854929338001,20240629050152,2024-06-29,previous scrape,Vibrancy iconic sights l Gym.,WHAT'S INCLUDED: <br />✔  Locally-sourced art and furnishings <br />✔  Kinetic and three dimensional art installations. <br />✔   En-suite bathroom <br />✔  Full breakfast for a fee,▶ What's nearby <br />— Heart of Cambridge <br />— Harvard University - 29 min walk <br />— Harvard Square - 33 min walk <br />— Tufts University - 4 min drive <br />— Massachusetts Institute of Technology - 9 min drive <br />— Boston University - 7 min drive <br />— TD Garden - 11 min drive <br />— Encore Boston Harbor - 10 min drive <br />— Fenway Park - 9 min drive <br />— The Freedom Trail - 11 min drive,https://a0.muscache.com/pictures/prohost-api/Hosting-1048513854929338001/original/b5247280-4ff7-4d8f-9ce2-b97f65565a3d.png,550984501,https://www.airbnb.com/users/show/550984501,Freepoint Hotel,2023-12-14,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-550984501/original/c7365173-e418-4c89-9180-f0aa09151ab1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-550984501/original/c7365173-e418-4c89-9180-f0aa09151ab1.jpeg?aki_policy=profile_x_medium,Cambridge Highlands,2,2,"['email', 'phone']",t,t,Neighborhood highlights,Cambridge Highlands,,42.3876,-71.14283,Entire rental unit,Entire home/apt,4,,1 bath,1,,"[""Air conditioning"", ""TV with standard cable"", ""Fire extinguisher"", ""Paid parking off premises"", ""Host greets you"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Private entrance"", ""Heating"", ""Backyard"", ""Elevator"", ""Smoke alarm"", ""Dedicated workspace"", ""Essentials"", ""Wifi"", ""Gym"", ""Shampoo"", ""Bed linens"", ""Hangers""]",,1,365,1,1,365,365,1.0,365.0,,t,0,0,0,0,2024-06-29,53,53,5,2024-02-03,2024-06-27,4.74,4.75,4.85,4.9,4.83,4.52,4.65,00015110,t,2,2,0,0,10.74
1049725939341767055,https://www.airbnb.com/rooms/1049725939341767055,20240629050152,2024-06-29,city scrape,"Blueground | Kendall Sq, gym, near restaurants","Discover the best of Cambridge, with this one bedroom apartment in Kendall Square. with balcony views over the city. It’ll be easy to simply show up and start living in this stylishly Blueground furnished apartment with its fully-equipped kitchen, beautiful living room, and our dedicated, on-the-ground support. (ID #BOS973)","This furnished apartment is situated on Kendall Square at the intersection of Main Street and Broadway. The area hosts MIT and a variety of co-working spaces and incubators, ideal for bright young minds. It is home to a cutting-edge tech community and has thus become one of the world's most important tech and biotech centers. Farm-to-table restaurants and third-wave coffee joints have also found their places around this startup culture. The Cambridge neighborhood, which is a top destination for shopping, is centered around Kendall Square. The Kendall transit stop is only a 4-minute walk away via Main Street.",https://a0.muscache.com/pictures/prohost-api/Hosting-1049725939341767055/original/5d7047e6-7792-478d-b981-d61b0c8ae03b.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,99%,96%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4663,4958,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,Area 2/MIT,,42.362881,-71.08784,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Hot water"", ""Cooking basics"", ""Dryer \u2013\u00a0In unit"", ""Iron"", ""Refrigerator"", ""Patio or balcony"", ""Self check-in"", ""Coffee maker"", ""Air conditioning"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Smoke alarm"", ""Pets allowed"", ""Essentials"", ""Gym"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""Heating"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Long term stays allowed"", ""Dishwasher"", ""Washer \u2013\u00a0In unit"", ""TV"", ""Lockbox"", ""Oven"", ""High chair"", ""Crib"", ""Microwave"", ""Bed linens"", ""Private entrance""]",$218.00,32,1125,31,365,1125,1125,36.5,1125.0,,t,0,4,34,309,2024-06-29,0,0,0,,,,,,,,,,,t,171,171,0,0,
1050430493419246815,https://www.airbnb.com/rooms/1050430493419246815,20240629050152,2024-06-29,city scrape,New apartment big bedroom,"The house in the heart of the city is quiet and peaceful to bring you back to simple life. Near T, restaurant shop.",,https://a0.muscache.com/pictures/miso/Hosting-1050430493419246815/original/f5b04dae-c8c6-44ab-a961-15cb2caef3d4.jpeg,46580723,https://www.airbnb.com/users/show/46580723,Zong,2015-10-14,,"",within an hour,100%,N/A,f,https://a0.muscache.com/im/pictures/user/efaccb1c-5a85-4fa1-ac0c-6fc6993b8e5d.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/efaccb1c-5a85-4fa1-ac0c-6fc6993b8e5d.jpg?aki_policy=profile_x_medium,Lower Allston,4,7,"['email', 'phone']",t,f,,Wellington-Harrington,,42.36828,-71.09397,Private room in rental unit,Private room,3,1.0,1 bath,2,0,"[""Fire extinguisher"", ""Lock on bedroom door"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Wifi"", ""TV""]",$150.00,91,365,91,91,365,365,91.0,365.0,,t,29,59,89,269,2024-06-29,0,0,0,,,,,,,,,,,f,1,0,1,0,
1051349133965350984,https://www.airbnb.com/rooms/1051349133965350984,20240629050152,2024-06-29,city scrape,"Blueground | E Cambridge, gym & w/d, near T stop","Discover the best of Cambridge, with this one bedroom apartment in East Cambridge. with high floor views over the city. It’ll be easy to simply show up and start living in this airy Blueground furnished apartment with its fully-equipped kitchen, cozy living room, and our dedicated, on-the-ground support. (ID #BOS960)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",https://a0.muscache.com/pictures/prohost-api/Hosting-1051349133965350984/original/188fe088-d451-4698-ab7c-a3f231d6dfb0.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,99%,96%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4663,4958,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,East Cambridge,,42.3698228,-71.0731297,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1,1,"[""Hot water"", ""Cooking basics"", ""Dryer \u2013\u00a0In unit"", ""Iron"", ""Refrigerator"", ""Self check-in"", ""Coffee maker"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Pets allowed"", ""Essentials"", ""Gym"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""Bathtub"", ""Heating"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Long term stays allowed"", ""Dishwasher"", ""Washer \u2013\u00a0In unit"", ""TV"", ""Lockbox"", ""Oven"", ""High chair"", ""Crib"", ""Microwave"", ""Bed linens"", ""Private entrance""]",$291.00,32,1125,31,365,1125,1125,36.5,1125.0,,t,0,30,60,335,2024-06-29,0,0,0,,,,,,,,,,,t,171,171,0,0,
1055655003394520006,https://www.airbnb.com/rooms/1055655003394520006,20240629050152,2024-06-29,city scrape,"Blueground | E Cambridge, gym & w/d, near T stop","Feel at home wherever you choose to live with Blueground. You’ll love this charming East Cambridge furnished one bedroom apartment with its modern decor, fully equipped kitchen, and cheery living room with great high floor views. Ideally located, you’re close to all the best that Cambridge has to offer! (ID #BOS958)","This furnished rental is located in East Cambridge, a European-style neighborhood in Boston, that a diverse group of families and professionals call home. Being just a few T stops away from downtown, it is a prime location to live. With MIT and Kendall Square bordering the neighborhood as well as the exciting new Northpoint area, it represents the best of Boston and Cambridge. Be it through the local art scene, university presence, exciting employment centers, new high rises or access to the Charles River, this neighborhood has it all. This intellectual hotspot is also known for promoting ‘green living’ and this is one of the reasons why Charles River is one of America's cleanest urban rivers.",https://a0.muscache.com/pictures/prohost-api/Hosting-1055655003394520006/original/2b576952-7b41-4c9b-8668-b34b3ae8274a.jpeg,107434423,https://www.airbnb.com/users/show/107434423,Blueground,2016-12-16,"New York, NY","We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.",within an hour,99%,96%,f,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d0ad9599-6fc0-4be6-865e-ffe99142517c.jpg?aki_policy=profile_x_medium,Cambridge,4663,4958,"['email', 'phone', 'work_email']",t,t,Neighborhood highlights,East Cambridge,,42.3698228,-71.0731297,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Hot water"", ""Cooking basics"", ""Dryer \u2013\u00a0In unit"", ""Iron"", ""Refrigerator"", ""Self check-in"", ""Coffee maker"", ""Air conditioning"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Pets allowed"", ""Essentials"", ""Gym"", ""Kitchen"", ""Hangers"", ""Hair dryer"", ""Bathtub"", ""Heating"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Long term stays allowed"", ""Dishwasher"", ""Washer \u2013\u00a0In unit"", ""TV"", ""Lockbox"", ""Oven"", ""High chair"", ""Crib"", ""Microwave"", ""Bed linens"", ""Private entrance""]",$297.00,32,1125,31,365,1125,1125,41.2,1125.0,,t,12,42,72,347,2024-06-29,0,0,0,,,,,,,,,,,t,171,171,0,0,
